Feature,Coefficient,Abs_Coefficient,Is_Zero
employment_status_Unemployed,0.9315738659514224,0.9315738659514224,False
income,-0.21037120768511516,0.21037120768511516,False
loan_amount,0.058365138722414035,0.058365138722414035,False
income^2,0.09336249736308505,0.09336249736308505,False
income loan_amount,-0.055092248841697104,0.055092248841697104,False
loan_amount^2,-0.05760619604105652,0.05760619604105652,False
